Name,Country_code,Country,Cultural_Group,Cleaned_Name,Token_Count
 Petra Wiek ,de,DE,Western,Petra Wiek,4
 Ms Gemma Wood,en_GB,GB,Western,Ms Gemma Wood,4
 Edward Green,en_GB,GB,Western,Edward Green,2
 Valerie Williams,en_GB,GB,Western,Valerie Williams,3
 Leonie Tintzmann ,de_DE,DE,Western,Leonie Tintzmann,6
 Univ.Prof. Gerhild Heser ,de_DE,DE,Western,Univ.Prof. Gerhild Heser,11
 Mehdi Jacob,de,DE,Western,Mehdi Jacob,4
 Baptist Cancer Adolph ,de_DE,DE,Western,Baptist Cancer Adolph,6
 Rosi Röhrdanz ,de_DE,DE,Western,Rosi Röhrdanz,7
 Arndt Peukert ,de_DE,DE,Western,Arndt Peukert,6
 Barbara Stewart,en_AU,AU,Western,Barbara Stewart,3
 Mr Edward Johnson,en_GB,GB,Western,Mr Edward Johnson,3
 Fortro Linder ,de,DE,Western,Fortro Linder,4
 Charlotte Rees,en_GB,GB,Western,Charlotte Rees,3
 Christine Bull-Robinson,en_GB,GB,Western,Christine Bull-Robinson,6
 Dr. Delia Stauze B.Sc. ,de,DE,Western,Delia Stauze B.Sc.,8
 Malik Black,en_AU,AU,Western,Malik Black,3
 Grzegorz Heintze ,de,DE,Western,Grzegorz Heintze,7
 William Harrison,en_GB,GB,Western,William Harrison,2
 Rouven Jacobi Jäckel ,de,DE,Western,Rouven Jacobi Jäckel,9
 Georgina Lewis-Smith,en_GB,GB,Western,Georgina Lewis-Smith,5
 Kathy Perez,en_CA,CA,Western,Kathy Perez,3
 Michael Koch,en_CA,CA,Western,Michael Koch,2
 Vanessa Brown,en_AU,AU,Western,Vanessa Brown,3
 Dimitri Becker ,de,DE,Western,Dimitri Becker,4
 Anthony Vargas,en_AU,AU,Western,Anthony Vargas,3
 Mrs Emma Jackson,en_GB,GB,Western,Mrs Emma Jackson,3
 Alicia Patterson,en_AU,AU,Western,Alicia Patterson,4
 Amber Hodgson,en_GB,GB,Western,Amber Hodgson,4
 Patricia Boone,en_CA,CA,Western,Patricia Boone,3
 Univ.Prof. Zoltan left B.Eng. ,de,DE,Western,Univ.Prof. Zoltan left B.Eng.,13
 Michael Sandoval,en_AU,AU,Western,Michael Sandoval,4
 Cassandra Mays,en_AU,AU,Western,Cassandra Mays,4
 Marion Chapman,en_GB,GB,Western,Marion Chapman,3
 Katy Francis,en_GB,GB,Western,Katy Francis,3
 Günther Neuschäfer ,de,DE,Western,Günther Neuschäfer,7
 Hans-Josef Schmidt ,de_DE,DE,Western,Hans-Josef Schmidt,6
 Katherine Gibbs,en_AU,AU,Western,Katherine Gibbs,3
 Joanne Welch,en_GB,GB,Western,Joanne Welch,3
 Jonathan Ahmed,en_GB,GB,Western,Jonathan Ahmed,2
 Univ.Prof. Hanno Holsten ,de_DE,DE,Western,Univ.Prof. Hanno Holsten,9
 Grete Mangold B.eng. ,de_DE,DE,Western,Grete Mangold B.eng.,7
 Ing. Xaver Hiller ,de,DE,Western,Ing. Xaver Hiller,6
 Amber Mason,en_AU,AU,Western,Amber Mason,3
 Aaron Marshall-Swift,en_GB,GB,Western,Aaron Marshall-Swift,5
 Sara Hill,en_AU,AU,Western,Sara Hill,3
 Graham Reid-Hughes,en_GB,GB,Western,Graham Reid-Hughes,6
 Danny Peters,en_AU,AU,Western,Danny Peters,2
 Mrs Anna Wilson,en_GB,GB,Western,Mrs Anna Wilson,3
 Mr. Bogdan Rosa.,de_DE,DE,Western,Bogdan Rosa.,5
Sara Brown,en_GB,GB,Western,Sara Brown,3
 Lori Carter,en_AU,AU,Western,Lori Carter,3
 Kevin Löwer ,de,DE,Western,Kevin Löwer,4
 Marit Martin B.Sc. ,de_DE,DE,Western,Marit Martin B.Sc.,6
 Latoya Jacobs,en_AU,AU,Western,Latoya Jacobs,3
 Shannon Strickland,en_CA,CA,Western,Shannon Strickland,5
 Friedrich Staude ,de_DE,DE,Western,Friedrich Staude,5
 Sylwia Schäfer ,de,DE,Western,Sylwia Schäfer,7
 Jenna Dickinson,en_GB,GB,Western,Jenna Dickinson,3
 Dr Frederick Powell,en_GB,GB,Western,Dr Frederick Powell,3
 Dawn Peterson,en_AU,AU,Western,Dawn Peterson,3
 Martin Williamson,en_CA,CA,Western,Martin Williamson,2
 Lars Buchholz ,de_DE,DE,Western,Lars Buchholz,5
 Dr Gerard Jenkins,en_GB,GB,Western,Dr Gerard Jenkins,3
 Derrick Price,en_AU,AU,Western,Derrick Price,3
 Jason Zamora,en_AU,AU,Western,Jason Zamora,3
 Curt Barth-misafe ,de,DE,Western,Curt Barth-misafe,6
 Kenneth Cabrera,en_CA,CA,Western,Kenneth Cabrera,4
 Anneli Klemt ,de,DE,Western,Anneli Klemt,5
 Courtney Weaver,en_CA,CA,Western,Courtney Weaver,3
 Justin Carroll,en_AU,AU,Western,Justin Carroll,2
 Roger Campbell,en_AU,AU,Western,Roger Campbell,2
 Marga Sontag MBA.,de_DE,DE,Western,Marga Sontag MBA.,7
 Brooke Kennedy,en_CA,CA,Western,Brooke Kennedy,3
 Prof. Silja Gotthard MBA. ,de_DE,DE,Western,Silja Gotthard MBA.,7
 Charles Hendrix,en_AU,AU,Western,Charles Hendrix,3
 Alexandros Spieß ,de,DE,Western,Alexandros Spieß,6
 L-Gutzency-Ehle-Allrtbert,de,DE,Western,L-Gutzency-Ehle-Allrtbert,11
 Mrs. Kristiane Winkler ,de_DE,DE,Western,Kristiane Winkler,5
 Ashley Roberts,en_AU,AU,Western,Ashley Roberts,3
 ADA KENSY,de_DE,DE,Western,ADA KENSY,4
 Michele Clark,en_CA,CA,Western,Michele Clark,4
 Philip Lee-Brown,en_GB,GB,Western,Philip Lee-Brown,4
 Alyssa Burns MD,en_CA,CA,Western,Alyssa Burns MD,5
 Thomas Baker,en_AU,AU,Western,Thomas Baker,2
 Jason Davis MD,en_AU,AU,Western,Jason Davis MD,3
 Donna Bates,en_GB,GB,Western,Donna Bates,3
 Sylvia Sontag ,de,DE,Western,Sylvia Sontag,6
 Ada Permand ,de,DE,Western,Ada Permand,3
 Candice Castaneda,en_CA,CA,Western,Candice Castaneda,6
 Waldemar Scheuermann ,de_DE,DE,Western,Waldemar Scheuermann,7
 Georgina Hart,en_GB,GB,Western,Georgina Hart,4
 Mrs Sara Gray,en_GB,GB,Western,Mrs Sara Gray,3
 Angel Rose,en_CA,CA,Western,Angel Rose,2
 Gerard Langern MBA ,de_DE,DE,Western,Gerard Langern MBA,5
 Angelica Röhrdanz B.Eng. ,de_DE,DE,Western,Angelica Röhrdanz B.Eng.,11
 Josefine Hartung ,de,DE,Western,Josefine Hartung,4
 Glenn Peters,en_GB,GB,Western,Glenn Peters,3
 Jane Mason,en_GB,GB,Western,Jane Mason,2
 Monica Bell,en_AU,AU,Western,Monica Bell,3
 Jessica Pennington,en_CA,CA,Western,Jessica Pennington,4
 Luitgard Radisch ,de,DE,Western,Luitgard Radisch,5
 Franz-Peter Kraushaar ,de,DE,Western,Franz-Peter Kraushaar,7
 Gabriel Wilkerson,en_CA,CA,Western,Gabriel Wilkerson,5
 Dr. Aleksandr Cute B.Eng. ,de,DE,Western,Aleksandr Cute B.Eng.,8
 Lee Stevens-Cooper,en_GB,GB,Western,Lee Stevens-Cooper,4
 Lynne Fisher,en_GB,GB,Western,Lynne Fisher,4
 Sheri Coleman,en_AU,AU,Western,Sheri Coleman,3
 Dr. Hiltrud Kreusel MBA. ,de_DE,DE,Western,Hiltrud Kreusel MBA.,8
 Vicole Renner ,de_DE,DE,Western,Vicole Renner,5
 Lydia Weller ,de,DE,Western,Lydia Weller,4
 Dr Naomi Holmes,en_GB,GB,Western,Dr Naomi Holmes,3
 Leslie Whitehead,en_GB,GB,Western,Leslie Whitehead,4
 Garrett Mcmillan,en_CA,CA,Western,Garrett Mcmillan,5
 Theda Wernecke ,de,DE,Western,Theda Wernecke,5
 Mandy Thompson,en_GB,GB,Western,Mandy Thompson,3
 Anthony Spencer,en_CA,CA,Western,Anthony Spencer,2
 Sara Benson,en_AU,AU,Western,Sara Benson,3
 Kathi Misicher B.Sc.,de,DE,Western,Kathi Misicher B.Sc.,7
 Jacqueline Bender,en_CA,CA,Western,Jacqueline Bender,4
 Dancels Hears,de_DE,DE,Western,Dancels Hears,5
 David Dillon,en_AU,AU,Western,David Dillon,2
 Morgan Molina,en_CA,CA,Western,Morgan Molina,4
 Michelle Ramirez,en_AU,AU,Western,Michelle Ramirez,2
 Dr Iain Jarvis,en_GB,GB,Western,Dr Iain Jarvis,4
 Burkhard Stiebitz-Langer ,de_DE,DE,Western,Burkhard Stiebitz-Langer,9
 Melissa Montgomery,en_CA,CA,Western,Melissa Montgomery,3
 Edgar Hartmann B.Sc. ,de_DE,DE,Western,Edgar Hartmann B.Sc.,7
 Malgorzata Mosemann,de,DE,Western,Malgorzata Mosemann,7
 Raymund Täsche-Kramer ,de_DE,DE,Western,Raymund Täsche-Kramer,7
 Dr. Robby Thanel ,de_DE,DE,Western,Robby Thanel,4
 Andrew Leon,en_AU,AU,Western,Andrew Leon,2
 Joshua Macdonald,en_GB,GB,Western,Joshua Macdonald,5
 Sheryl Jones,en_CA,CA,Western,Sheryl Jones,3
 William Becker,en_CA,CA,Western,William Becker,2
 Samuel Webster V,en_CA,CA,Western,Samuel Webster V,4
 Calogero neat ,de_DE,DE,Western,Calogero neat,4
 Dipl.-Ing. Hildegund Vogt ,de,DE,Western,Dipl.-Ing. Hildegund Vogt,10
 Ashlee Simpson,en_AU,AU,Western,Ashlee Simpson,3
 Dr. Leslie Bridges,en_AU,AU,Western,Leslie Bridges,3
 Patricia Bell,en_AU,AU,Western,Patricia Bell,3
 Rosie Knowles,en_GB,GB,Western,Rosie Knowles,4
 Sian Martin,en_GB,GB,Western,Sian Martin,3
 Ing. Korbinian Scholtz ,de_DE,DE,Western,Ing. Korbinian Scholtz,8
 Georgia Cooke,en_GB,GB,Western,Georgia Cooke,2
 Irma turn ,de_DE,DE,Western,Irma turn,3
 Dipl.-Ing. Arthur well-homes ,de,DE,Western,Dipl.-Ing. Arthur well-homes,9
 Arthur Villegas,en_CA,CA,Western,Arthur Villegas,4
 Wilfried idios,de,DE,Western,Wilfried idios,4
 Dipl.-Ing. Hartmut Wagner B.Sc. ,de_DE,DE,Western,Dipl.-Ing. Hartmut Wagner B.Sc.,11
 Edeltraud Klemt ,de,DE,Western,Edeltraud Klemt,6
 Carlos Miller,en_CA,CA,Western,Carlos Miller,2
 Pavel Gröttner ,de,DE,Western,Pavel Gröttner,5
 Zenta Kitzmann ,de,DE,Western,Zenta Kitzmann,5
 Prof. Günther Austermühle ,de_DE,DE,Western,Günther Austermühle,7
 Phillip Hart,en_GB,GB,Western,Phillip Hart,3
 Sharon Cook,en_GB,GB,Western,Sharon Cook,3
 Alexis Duffy,en_AU,AU,Western,Alexis Duffy,3
 Lauren Mitchell,en_CA,CA,Western,Lauren Mitchell,3
 Luise Schweitzer ,de,DE,Western,Luise Schweitzer,4
 Alyssa Li,en_AU,AU,Western,Alyssa Li,4
 Curtis Spears,en_CA,CA,Western,Curtis Spears,4
 Raymond Taylor,en_AU,AU,Western,Raymond Taylor,3
 Anni Hess ,de_DE,DE,Western,Anni Hess,3
 Dipl.-Ing. Stefani Geisel ,de,DE,Western,Dipl.-Ing. Stefani Geisel,9
 Nermin Trum ,de,DE,Western,Nermin Trum,5
 Prof. Marten Hähner ,de_DE,DE,Western,Marten Hähner,5
 Daniel Brennan,en_AU,AU,Western,Daniel Brennan,2
 Maurice Roberts-Lewis,en_GB,GB,Western,Maurice Roberts-Lewis,6
 Shelby Quinn,en_AU,AU,Western,Shelby Quinn,4
 Edward Oconnor,en_CA,CA,Western,Edward Oconnor,4
 ing. TORBE HEARTHING BA ,de_DE,DE,Western,ing. TORBE HEARTHING BA,8
 Mrs. Nelli Werner ,de_DE,DE,Western,Nelli Werner,3
 Ingredem Schmiedecke B.Sc. ,de_DE,DE,Western,Ingredem Schmiedecke B.Sc.,11
 Niklas B.eng.,de,DE,Western,Niklas B.eng.,6
 Mariah Turner,en_CA,CA,Western,Mariah Turner,3
 Frederick Bradley,en_GB,GB,Western,Frederick Bradley,4
 Mrs. Elli Gröttner Ba ,de,DE,Western,Elli Gröttner Ba,6
 Samuel Mueller,en_AU,AU,Western,Samuel Mueller,3
 Anthony Pacheco DDS,en_AU,AU,Western,Anthony Pacheco DDS,5
 Carlos Barnes,en_AU,AU,Western,Carlos Barnes,2
 Barbara Cole,en_AU,AU,Western,Barbara Cole,3
 Holly Arellano,en_CA,CA,Western,Holly Arellano,5
 Mercedes Proud ,de,DE,Western,Mercedes Proud,3
 Tom Ball,en_GB,GB,Western,Tom Ball,2
 Immo Fritsch Mba. ,de,DE,Western,Immo Fritsch Mba.,8
 Dr Sarah Hargreaves,en_GB,GB,Western,Dr Sarah Hargreaves,6
 Heidelinde Stahr ,de,DE,Western,Heidelinde Stahr,5
 Hermann Josef Schmidt ,de_DE,DE,Western,Hermann Josef Schmidt,4
 Birgit Hornich ,de_DE,DE,Western,Birgit Hornich,5
 Jodie Rees,en_GB,GB,Western,Jodie Rees,4
 Taylor Orozco,en_CA,CA,Western,Taylor Orozco,4
 Nikolai Buchholz,de,DE,Western,Nikolai Buchholz,7
 Ms Sara Lynch,en_GB,GB,Western,Ms Sara Lynch,3
 Dana Andersen,en_AU,AU,Western,Dana Andersen,3
 Maria Hammond PhD,en_AU,AU,Western,Maria Hammond PhD,3
 Freddy Matthäi Mba. ,de,DE,Western,Freddy Matthäi Mba.,9
 Beatrix Pechel ,de,DE,Western,Beatrix Pechel,5
 Geraldine Ackermann ,de_DE,DE,Western,Geraldine Ackermann,5
 Marie-Luise Hande ,de_DE,DE,Western,Marie-Luise Hande,7
 Dr Paul Hussain,en_GB,GB,Western,Dr Paul Hussain,4
 Stavros Radisch B.Eng.,de,DE,Western,Stavros Radisch B.Eng.,9
 Dipl.-Ing. Josef Ernst Ba ,de_DE,DE,Western,Dipl.-Ing. Josef Ernst Ba,8
 Marisa Herring,en_CA,CA,Western,Marisa Herring,4
 Klaus-d. Dowerg ,de,DE,Western,Klaus-d. Dowerg,7
 Angela Olsen,en_CA,CA,Western,Angela Olsen,3
 Sean Mendez,en_CA,CA,Western,Sean Mendez,3
 Arne Klemt ,de_DE,DE,Western,Arne Klemt,4
Angela Thomas,en_CA,CA,Western,Angela Thomas,3
 Siegmar Graf ,de_DE,DE,Western,Siegmar Graf,4
 Urs Hartmann-Siering,de,DE,Western,Urs Hartmann-Siering,7
 Miguel Piffrath ,de_DE,DE,Western,Miguel Piffrath,7
 Sergio Berry,en_CA,CA,Western,Sergio Berry,4
 Margita Dow ,de,DE,Western,Margita Dow,3
 Lisa Juarez,en_AU,AU,Western,Lisa Juarez,3
 Natali Hering ,de,DE,Western,Natali Hering,5
 Ms Janice Evans,en_GB,GB,Western,Ms Janice Evans,4
 Jose Tintzmann ,de,DE,Western,Jose Tintzmann,5
 Siegrid Bauer ,de,DE,Western,Siegrid Bauer,3
 Sigmund Kade Berger ,de_DE,DE,Western,Sigmund Kade Berger,6
 Paul Jenkins,en_AU,AU,Western,Paul Jenkins,2
 Wencke Losekann B.Sc. ,de,DE,Western,Wencke Losekann B.Sc.,9
 Herwig Kaul Mba. ,de_DE,DE,Western,Herwig Kaul Mba.,7
 Nuran Zorbach ,de_DE,DE,Western,Nuran Zorbach,5
 ludwig ehlerted ba ,de,DE,Western,ludwig ehlerted ba,8
 Ms Lynda Ward,en_GB,GB,Western,Ms Lynda Ward,4
 Nigel Green,en_GB,GB,Western,Nigel Green,3
 Lynn Barrett-Thomas,en_GB,GB,Western,Lynn Barrett-Thomas,5
 Miss Lydia Anderson,en_GB,GB,Western,Lydia Anderson,3
 Karl-Jürgen Döhn ,de_DE,DE,Western,Karl-Jürgen Döhn,9
 Gabriella Mälzer,de,DE,Western,Gabriella Mälzer,6
 Adriane Margraf-Herrmann,de,DE,Western,Adriane Margraf-Herrmann,8
 Dr Sara Shaw,en_GB,GB,Western,Dr Sara Shaw,3
 Joseph Chapman,en_AU,AU,Western,Joseph Chapman,2
 Dr. Sophia Vogt ,de_DE,DE,Western,Sophia Vogt,4
 Edwin Rodriguez,en_CA,CA,Western,Edwin Rodriguez,3
 Michael Russell DDS,en_CA,CA,Western,Michael Russell DDS,3
 Amber Sanchez,en_AU,AU,Western,Amber Sanchez,3
 Dr Claire Wood,en_GB,GB,Western,Dr Claire Wood,3
 Francoise Adolph ,de,DE,Western,Francoise Adolph,5
 Steven Peterson,en_CA,CA,Western,Steven Peterson,2
 Joel Norris,en_CA,CA,Western,Joel Norris,3
 Duane Jones,en_CA,CA,Western,Duane Jones,3
 Damaris Holzapfel,de,DE,Western,Damaris Holzapfel,6
 Billy Osborne,en_GB,GB,Western,Billy Osborne,2
 Mirjam van der Dussen ,de,DE,Western,Mirjam van der Dussen,6
 Dr Jordan Hunt,en_GB,GB,Western,Dr Jordan Hunt,3
 Dr Jacob Morgan,en_GB,GB,Western,Dr Jacob Morgan,3
 Sofia Wulff-Pölitz ,de,DE,Western,Sofia Wulff-Pölitz,9
 Dr Rebecca Griffiths,en_GB,GB,Western,Dr Rebecca Griffiths,4
 Angela King,en_CA,CA,Western,Angela King,3
 Leonard Edwards,en_GB,GB,Western,Leonard Edwards,3
 Gaby Rose-Hess ,de,DE,Western,Gaby Rose-Hess,5
 Liselotte Muehle B.Sc. ,de,DE,Western,Liselotte Muehle B.Sc.,10
 Ms Paige Ferguson,en_GB,GB,Western,Ms Paige Ferguson,3
 Daniel Matthews,en_AU,AU,Western,Daniel Matthews,2
 Sebastian Fiebig ,de,DE,Western,Sebastian Fiebig,5
 Melissa Blake,en_AU,AU,Western,Melissa Blake,3
 Valentin Permand,de_DE,DE,Western,Valentin Permand,4
 Maximilian Geissler B.a. ,de_DE,DE,Western,Maximilian Geissler B.a.,9
 Charles Werner-Döring ,de,DE,Western,Charles Werner-Döring,5
 Walter Griffin,en_AU,AU,Western,Walter Griffin,3
Bryan Jones,en_GB,GB,Western,Bryan Jones,3
 Hannah Newton,en_GB,GB,Western,Hannah Newton,3
 Dr Danny Moore,en_GB,GB,Western,Dr Danny Moore,3
 Lisbeth Reinhardt-Röhricht ,de_DE,DE,Western,Lisbeth Reinhardt-Röhricht,8
 Mrs Sarah Lewis,en_GB,GB,Western,Mrs Sarah Lewis,3
 Joel Jones,en_GB,GB,Western,Joel Jones,3
 Luzia Wilmsen ,de_DE,DE,Western,Luzia Wilmsen,6
 Dr Joanne Shaw,en_GB,GB,Western,Dr Joanne Shaw,4
 Dale King,en_CA,CA,Western,Dale King,3
 teacher Hans-Walter Hornig B.A. ,de_DE,DE,Western,teacher Hans-Walter Hornig B.A.,9
 Dr Luke White,en_GB,GB,Western,Dr Luke White,3
 Diana Powers,en_AU,AU,Western,Diana Powers,3
 Lisa Park,en_AU,AU,Western,Lisa Park,2
 Dr. Raissa Otto B.Eng. ,de,DE,Western,Raissa Otto B.Eng.,7
 Reece Brown,en_GB,GB,Western,Reece Brown,3
 Andrew Baker,en_CA,CA,Western,Andrew Baker,2
 Anatol Harloff B.Eng. ,de,DE,Western,Anatol Harloff B.Eng.,9
 Sara Hicks,en_CA,CA,Western,Sara Hicks,3
 Mr Kenneth Walker,en_GB,GB,Western,Mr Kenneth Walker,3
 Cassandra Burton,en_CA,CA,Western,Cassandra Burton,3
 Hans-J. Or forest ,de_DE,DE,Western,Hans-J. Or forest,6
 Toby Dixon,en_GB,GB,Western,Toby Dixon,3
 Ida Jähn ,de,DE,Western,Ida Jähn,5
 Billy Perez,en_CA,CA,Western,Billy Perez,2
 Terri Maxwell,en_CA,CA,Western,Terri Maxwell,3
 Univ.Prof. Kornelia Rogge MBA. ,de,DE,Western,Univ.Prof. Kornelia Rogge MBA.,12
 Phyllis Terry,en_AU,AU,Western,Phyllis Terry,4
 Kevin Bell,en_AU,AU,Western,Kevin Bell,2
 Anastasius Fechner ,de_DE,DE,Western,Anastasius Fechner,6
 Uwe Boucsein,de,DE,Western,Uwe Boucsein,5
 Erika Coleman,en_AU,AU,Western,Erika Coleman,3
 Dr Carole Gardner,en_GB,GB,Western,Dr Carole Gardner,4
 Michael Shannon,en_AU,AU,Western,Michael Shannon,2
 Ilse Seifert ,de_DE,DE,Western,Ilse Seifert,5
 TANKE CLAPT  ,de_DE,DE,Western,TANKE CLAPT,5
 Mrs. Gordana Hofmann B.Sc.,de_DE,DE,Western,Gordana Hofmann B.Sc.,8
 Ann Davies,en_GB,GB,Western,Ann Davies,2
 Christiana Söding ,de,DE,Western,Christiana Söding,5
 Gabriel Lopez,en_AU,AU,Western,Gabriel Lopez,3
 Jelena Buchholz-Bolnbach ,de_DE,DE,Western,Jelena Buchholz-Bolnbach,10
 Beverley Ross,en_GB,GB,Western,Beverley Ross,4
 Daniel Young,en_CA,CA,Western,Daniel Young,2
 Donna Ferguson,en_CA,CA,Western,Donna Ferguson,3
 Gerhild Trubin ,de,DE,Western,Gerhild Trubin,6
 Ante Kühner ,de_DE,DE,Western,Ante Kühner,5
 Ingolf Reinhardt ,de_DE,DE,Western,Ingolf Reinhardt,4
 Franco Jockel ,de_DE,DE,Western,Franco Jockel,5
 Sonia Gröttner B.a. ,de_DE,DE,Western,Sonia Gröttner B.a.,8
 Omar Burch,en_AU,AU,Western,Omar Burch,4
 Natalija Schleich ,de,DE,Western,Natalija Schleich,5
 Eckard Dippel ,de,DE,Western,Eckard Dippel,6
 Trudel Röhricht ,de_DE,DE,Western,Trudel Röhricht,6
 Maurizio Heydrich B.Sc.,de_DE,DE,Western,Maurizio Heydrich B.Sc.,9
 Norma Navarro,en_AU,AU,Western,Norma Navarro,4
 Raymond Hughes,en_GB,GB,Western,Raymond Hughes,3
 Hollie Moore,en_GB,GB,Western,Hollie Moore,4
 Laszlo Cancer,de,DE,Western,Laszlo Cancer,4
 Jennifer Heath,en_CA,CA,Western,Jennifer Heath,2
 Mr. Alfred Flores,en_CA,CA,Western,Alfred Flores,3
 Dr Hugh Gardner,en_GB,GB,Western,Dr Hugh Gardner,3
 Cameron Archer,en_GB,GB,Western,Cameron Archer,3
 Jemma Patel,en_GB,GB,Western,Jemma Patel,3
 Svetlana Kaul,de_DE,DE,Western,Svetlana Kaul,6
 Klaus Dieter Schuchhardt ,de_DE,DE,Western,Klaus Dieter Schuchhardt,7
 Univ.Prof. Hanna Kabus,de_DE,DE,Western,Univ.Prof. Hanna Kabus,8
 Connor Thompson,en_GB,GB,Western,Connor Thompson,2
 Hans-Dietrich Zorbach ,de,DE,Western,Hans-Dietrich Zorbach,8
 Grace King,en_GB,GB,Western,Grace King,2
 Mr. Birger Trommler B.eng.  ,de,DE,Western,Birger Trommler B.eng.,9
 Kemal Pieper B.eng. ,de,DE,Western,Kemal Pieper B.eng.,8
 Virginia Berger ,de,DE,Western,Virginia Berger,2
 Jeff Scott MD,en_AU,AU,Western,Jeff Scott MD,3
Hazel Woodward,en_GB,GB,Western,Hazel Woodward,3
 Mr Antony Parsons,en_GB,GB,Western,Mr Antony Parsons,3
 Ms Wendy Gordon,en_GB,GB,Western,Ms Wendy Gordon,3
 Mrs Holly Roberts,en_GB,GB,Western,Mrs Holly Roberts,3
 Oxana Seip ,de_DE,DE,Western,Oxana Seip,5
 Mr Mohammad Barnes,en_GB,GB,Western,Mr Mohammad Barnes,3
 Mrs Naomi Jones,en_GB,GB,Western,Mrs Naomi Jones,3
 Richard Valencia,en_CA,CA,Western,Richard Valencia,2
 Thomas Kelley,en_AU,AU,Western,Thomas Kelley,2
 Kara Miles,en_AU,AU,Western,Kara Miles,3
 Bartholomew Bloch ,de_DE,DE,Western,Bartholomew Bloch,7
 Mike Weitzel ,de,DE,Western,Mike Weitzel,4
 Mr. Michael Garcia,en_CA,CA,Western,Michael Garcia,2
 Roy Kruschwitz-Clutz ,de,DE,Western,Roy Kruschwitz-Clutz,8
 Eberhard Radel-Hornich ,de_DE,DE,Western,Eberhard Radel-Hornich,8
 Kirsten Allen,en_AU,AU,Western,Kirsten Allen,4
 Hedy Finke ,de,DE,Western,Hedy Finke,4
 readl bisl. ,de_DE,DE,Western,readl bisl.,5
 Mrs Paige Gordon,en_GB,GB,Western,Mrs Paige Gordon,3
 Dorothy Byrd MD,en_CA,CA,Western,Dorothy Byrd MD,6
 Ilonka Pieper,de,DE,Western,Ilonka Pieper,5
 Meghan Goodwin,en_AU,AU,Western,Meghan Goodwin,4
 Prof. Arthur Chicken B.Sc. ,de_DE,DE,Western,Arthur Chicken B.Sc.,5
 Inga Schwital B.Eng. ,de_DE,DE,Western,Inga Schwital B.Eng.,8
Bianca Holland,en_CA,CA,Western,Bianca Holland,4
 Alina Lorch ,de,DE,Western,Alina Lorch,4
 Mr Toby Patel,en_GB,GB,Western,Mr Toby Patel,3
 Anneliese Henck ,de,DE,Western,Anneliese Henck,5
 Gotthilf Wagner ,de,DE,Western,Gotthilf Wagner,5
 Mr Howard Harrison,en_GB,GB,Western,Mr Howard Harrison,3
 Gunda also hosein ,de_DE,DE,Western,Gunda also hosein,5
 Asta Steute ,de_DE,DE,Western,Asta Steute,4
 Benedict Zobel B.Sc. ,de,DE,Western,Benedict Zobel B.Sc.,8
 Alla Eberhardt ,de_DE,DE,Western,Alla Eberhardt,5
 Cory Gross,en_CA,CA,Western,Cory Gross,3
 Catharina Oderwald tree,de_DE,DE,Western,Catharina Oderwald tree,8
Brian Nunez,en_CA,CA,Western,Brian Nunez,4
 Charlotte Holmes-Wood,en_GB,GB,Western,Charlotte Holmes-Wood,4
 Alma Eberth Mba. ,de_DE,DE,Western,Alma Eberth Mba.,8
 Gareth Harrison-Robson,en_GB,GB,Western,Gareth Harrison-Robson,6
 Ing. Sigmund Ruppersberger ,de_DE,DE,Western,Ing. Sigmund Ruppersberger,9
 Shaun Alvarado,en_AU,AU,Western,Shaun Alvarado,5
 Constanze Karz ,de_DE,DE,Western,Constanze Karz,5
 Rosalie Patberg ,de,DE,Western,Rosalie Patberg,5
 Amanda Castro,en_CA,CA,Western,Amanda Castro,3
 Dr Jacqueline Knight,en_GB,GB,Western,Dr Jacqueline Knight,3
 Prof. Geert Kranz ,de,DE,Western,Geert Kranz,5
 Sarah Gibbons-Potter,en_GB,GB,Western,Sarah Gibbons-Potter,6
 Annegrete Hess ,de_DE,DE,Western,Annegrete Hess,4
 Gottlob Kramer ,de,DE,Western,Gottlob Kramer,4
 Kornelius Kitzmann ,de_DE,DE,Western,Kornelius Kitzmann,7
 Benjamin Ahmed,en_GB,GB,Western,Benjamin Ahmed,3
 Maurizio Steckel ,de,DE,Western,Maurizio Steckel,6
 Crystal Le,en_AU,AU,Western,Crystal Le,2
 Toni Jettle ,de,DE,Western,Toni Jettle,4
 Denise Hoffman,en_CA,CA,Western,Denise Hoffman,3
 Amanda Roberts,en_AU,AU,Western,Amanda Roberts,3
 Aldo Lorch-Langer ,de_DE,DE,Western,Aldo Lorch-Langer,7
 Mr Dominic Gough,en_GB,GB,Western,Mr Dominic Gough,4
 Heimo Budig ,de,DE,Western,Heimo Budig,4
 Erin Rosales,en_CA,CA,Western,Erin Rosales,4
 Sophie Paffrath,de_DE,DE,Western,Sophie Paffrath,6
 Frank Talbot,en_GB,GB,Western,Frank Talbot,3
 Klaus -Werner Döring ,de,DE,Western,Klaus -Werner Döring,8
 Margrit Pärtzelt ,de_DE,DE,Western,Margrit Pärtzelt,7
 Scott Walker,en_CA,CA,Western,Scott Walker,2
 Anne Vargas,en_AU,AU,Western,Anne Vargas,3
 DIPL. Andre Wagner ,de_DE,DE,Western,DIPL. Andre Wagner,5
 Jost Kreine Slice ,de_DE,DE,Western,Jost Kreine Slice,5
 Univ.Prof. Wolf Lorch ,de_DE,DE,Western,Univ.Prof. Wolf Lorch,8
